Cust_RefID,Cust_FirstName,Cust_LastName,Cust_PhoneNo,Cust_EmailAddress,Cust_EmailDomain,Cust_StreetAddress,Cust_Zip,Cust_AddressCity,Cust_AddressState,Cust_AddressStateISO,Cust_AddressCountry,Cust_Acct_IBAN,Cust_EstablishedIP,UserSessionInputIP,UserTrueIP,UserIP_Blacklist,TrueIP_Blacklist,True IP City,Device_ID,Device_Manufacturer,VirtualMachineSession,ISP,ISP City,Connection Type,UserAgent,UA_OS,Page activity time,FinalScore
399W5135V11562TC,Iliana,Duncan,1-565-386-6674,Iliana_Duncan@protonmail.com,protonmail.com,Ap #387-4758 Neque. Road,71315,Topeka,Indiana,IN,US,US06722062815682738977268238,24.104.91.15,24.104.91.15,24.104.91.15,,,Topeka,ecd65c11278513d55ac7e91059132b64,"Samsung Electronics Co., Ltd.",,Ridge Wireless LLC,Topeka,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 5.0.2; SAMSUNG SM-P805 Build/LRX22G) AppleWebKit/537.19 (KHTML, like Gecko) Chrome/48.0.1887.275 Mobile Safari/603.7",android,308000,91
339P6350I40512MY,Sarah,Mcleod,1-224-585-8851,Mcleod741@tutanota.com,tutanota.com,"P.O. Box 776, 7088 Mollis Rd.",20452,Racine,West Virginia,WV,US,US75XTSH74165168386259,43.236.64.239,43.236.64.239,43.236.64.239,,,Racine,681cb221f102c2ecd7c169b55016fa06,,,Cellco Partnership,Racine,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Windows; Windows NT 10.4; Win64; x64; en-US) AppleWebKit/601.34 (KHTML, like Gecko) Chrome/48.0.3829.227 Safari/602",chrome,360000,88
836A5427H24132GD,Amethyst,Day,1-865-671-7501,AmethystDay@yahoo.com,yahoo.com,711-961 Pede. Rd.,55077,Evansville,Indiana,IN,US,US25KJQF25538447685284334636586,42.82.164.46,42.82.164.46,42.82.164.46,,,Evansville,f0e2661774a414f127d61445b5d1b709,Apple Inc.,,Ridge Wireless LLC,Evansville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_7; like Mac OS X) AppleWebKit/535.30 (KHTML, like Gecko) Chrome/50.0.2885.106 Mobile Safari/535.1",iphone,85000,89
858T5079P42408FR,Grant,Reed,1-374-324-6138,Grant.Reed@mail.com,mail.com,462-9487 A Road,28452,Racine,West Virginia,WV,US,US9420812643547897,193.13.185.121,193.13.185.121,193.13.185.121,,,Racine,907e2f289391b03a3b8e3cddd8d9a32c,Apple Inc.,,Cellco Partnership,Racine,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_6; like Mac OS X) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/48.0.1166.287 Mobile Safari/603.4",iphone,358000,99
170E2567O22476GV,Willow,Lambert,1-344-352-8179,Willow2946@titan.email,titan.email,Ap #308-6609 Etiam Road,28261,Salem,Massachusetts,MA,US,US92582545245649522,200.78.126.42,200.78.126.42,200.78.126.42,,,Salem,a1ced7abc7996715db21f566914d4107,,,Westfield Gas + Electric,Salem,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows NT 10.3; WOW64) Gecko/20100101 Firefox/58.5,Linux,345000,94
447V5446T79173FT,Cassady,Pratt,1-302-674-1815,Cassady.Pratt@yahoo.com,yahoo.com,Ap #208-861 Ut St.,83611,Lakewood,New Jersey,NJ,US,US748859645820865316,38.99.23.132,38.99.23.132,38.99.23.132,,,Lakewood,5fff5e783de12e5e6f2bfb507c7e8cf1,"Samsung Electronics Co., Ltd.",,Xchange Telecom LLC,Lakewood,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-G93508 Build/MMB29M) AppleWebKit/600.26 (KHTML, like Gecko) Chrome/53.0.3550.303 Mobile Safari/536.6",mobile,91000,98
325Q6993V54576CO,Marshall,Cruz,1-828-753-1794,Cruz7948@mail.com,mail.com,Ap #877-1876 Ipsum Rd.,21186,Portland,Maine,ME,US,US89364140920788510151,128.160.44.211,128.160.44.211,128.160.44.211,,,Portland,ec3d30b0858a85161a5f6e0daec64af9,Apple Inc.,,"Atlantic Broadband Finance, LLC",Portland,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPod; CPU iPod OS 10_8_8; like Mac OS X) AppleWebKit/534.14 (KHTML, like Gecko) Chrome/53.0.3172.100 Mobile Safari/533.9",mobile,306000,99
616X1907S43758EG,Shaeleigh,Robbins,1-734-679-8531,ShaeleighRobbins@aol.com,aol.com,"Ap #370-615 Ut, Ave",85272,Lawton,Pennsylvania,PA,US,US09526114862580596117621,79.206.212.84,79.206.212.84,79.206.212.84,,,Lawton,6035e9aaa84940feb0d600a3df1d4214,,,New Cingular Wireless LLC,Lawton,Mobile Broadband,"Mozilla/5.0 (Windows NT 10.1; Win64; x64; en-US) AppleWebKit/601.36 (KHTML, like Gecko) Chrome/55.0.3286.176 Safari/603",chrome,274000,99
922Z6298T32924CV,Indigo,Neal,1-675-276-5482,Indigo7778@outlook.com,outlook.com,"P.O. Box 523, 6834 Aliquet. Av.",21321,Baltimore,Maryland,MD,US,US7941604747702535511811285677,99.21.213.146,99.21.213.146,99.21.213.146,,,Baltimore,d03afa92d4106f81e346be85af0061a5,"Samsung Electronics Co., Ltd.",,"Assist Wireless, LLC",Baltimore,Mobile Broadband,"Mozilla/5.0 (Android; Android 5.0.1; SM-A800 Build/LMY47X) AppleWebKit/601.8 (KHTML, like Gecko) Chrome/49.0.3764.397 Mobile Safari/534.6",android,347000,96
688L8567F37816YI,Marshall,Barrera,1-761-618-3227,Marshall.Barrera@aim.com,aim.com,426-2286 Risus. Rd.,80578,Aurora,Maine,ME,US,US3592563686285041,47.24.86.253,47.24.86.253,47.24.86.253,,,Aurora,37148a6a2b1350831546e53acdd7a5c0,Apple Inc.,,"Atlantic Broadband Finance, LLC",Aurora,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 8_7_6; like Mac OS X) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/53.0.3528.169 Mobile Safari/533.7",iphone,160000,99
911Y2195M58009AD,Tatyana,Maxwell,1-917-755-9806,Tatyana.Maxwell@protonmail.com,protonmail.com,5293 Convallis Avenue,58899,Louisville,Georgia,GA,US,US34802638836173086643,74.57.59.172,74.57.59.172,74.57.59.172,,,Louisville,ca5e35c0dc18eb23c74c09ec1711ecbf,Apple Inc.,,IgLou Internet Services,Louisville,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_5; en-US) Gecko/20100101 Firefox/71.2,windows,322000,82
461O6426A37775LA,David,Whitaker,1-331-657-9166,David6938@hubspot.com,hubspot.com,404-3974 Tellus. Road,31338,Aurora,Maine,ME,US,US86876439502850455791963,135.121.74.42,135.121.74.42,135.121.74.42,,,Aurora,fc6a390ac681a3b1dcbb182524e711a5,,,"Atlantic Broadband Finance, LLC",Aurora,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64) AppleWebKit/600.23 (KHTML, like Gecko) Chrome/51.0.2335.226 Safari/601",chrome,336000,82
143G5946Y77048KA,Abel,Workman,1-504-771-4374,Abel_Workman@hubspot.com,hubspot.com,9278 Risus. Avenue,60571,South Bend,Indiana,IN,US,US23857479400136574155197468,65.7.211.99,65.7.211.99,65.7.211.99,,,South Bend,f80bc49e79dd664f82df8ef2f8a705a0,Apple Inc.,,Ridge Wireless LLC,South Bend,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5) AppleWebKit/601.11 (KHTML, like Gecko) Chrome/54.0.2402.377 Safari/533",windows,134000,92
333S7692G29744JR,Clayton,Gardner,1-669-468-8312,ClaytonGardner@yandex.com,yandex.com,602-9273 Venenatis St.,72378,Toledo,Ohio,OH,US,US3045756145853,6.162.46.63,6.162.46.63,6.162.46.63,,,Toledo,cdb63c148152ce10552551e8ca86071b,,,"North American Local, LLC",Toledo,Mobile Broadband,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/59.1,mac,102000,87
906V4398P88185HH,Hiram,Petersen,1-348-232-7001,Hiram.Petersen@pm.com,pm.com,"P.O. Box 906, 4364 Odio. Rd.",36102,Jackson,New Hampshire,NH,US,US3406266875173858410561,197.217.238.192,197.217.238.192,197.217.238.192,,,Jackson,5db3e77ac9ba85a9c7cd81df423bbbbd,Apple Inc.,,Dailytel Inc.,Jackson,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_3; like Mac OS X) AppleWebKit/600.37 (KHTML, like Gecko) Chrome/52.0.3167.159 Mobile Safari/537.5",iphone,58000,99
846W3689Q86951QY,Miriam,Carlson,1-423-578-1440,Miriam4594@aol.com,aol.com,"Ap #362-9078 Quis, Av.",67844,Wyoming,Rhode Island,RI,US,US4987126103715760591152783,246.25.124.208,246.25.124.208,246.25.124.208,,,Wyoming,1963e827f244718681ed6bb837919195,,,Metro by T-Mobile,Wyoming,Mobile Broadband,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/600.27 (KHTML, like Gecko) Chrome/52.0.3008.274 Safari/602",chrome,61000,90
806D6071J53576QZ,Bruno,Stuart,1-240-305-5587,Bruno.Stuart@icloud.com,icloud.com,1427 A Street,99700,Cheyenne,Oklahoma,OK,US,US686366573808033613041,157.218.78.218,157.218.78.218,157.218.78.218,,,Cheyenne,d4c4d13a7ecb96790cf9ea9e3b2a18e6,Apple Inc.,,"Skybeam, LLC",Cheyenne,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPad; CPU iPad OS 10_7_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/55.0.2393.230 Mobile Safari/534.8",mobile,169000,95
586S4599T24167LI,Melvin,Hurst,1-536-701-0158,Melvin8969@aol.com,aol.com,942-7598 Ligula Street,44541,Covington,Pennsylvania,PA,US,US5345186489047475,142.73.21.188,142.73.21.188,142.73.21.188,,,Covington,b6abab2ece527f5badfe7e9048540f1f,Apple Inc.,,New Cingular Wireless LLC,Covington,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_4_6; like Mac OS X) AppleWebKit/535.46 (KHTML, like Gecko) Chrome/47.0.3046.386 Mobile Safari/601.8",mobile,133000,85
277M4850U40377HR,Evangeline,Winters,1-811-556-7430,Winters8448@aol.com,aol.com,272-5854 Facilisis Rd.,33634,Butte,North Dakota,ND,US,US664145763805314662,23.211.36.197,23.211.36.197,23.211.36.197,,,Butte,488cba3f66abd4db504ed3b6c8038831,Apple Inc.,,"Nemont Telephone Cooperative, Inc.",Butte,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3_2; like Mac OS X) AppleWebKit/534.45 (KHTML, like Gecko) Chrome/52.0.3943.386 Mobile Safari/534.9",iphone,340000,86
622T3442G20219WI,Eric,Todd,1-534-931-8703,EricTodd@pm.com,pm.com,Ap #920-1866 Sodales Avenue,90258,Fort Wayne,Indiana,IN,US,US4507751595237846235562497473,200.224.155.185,200.224.155.185,200.224.155.185,,,Fort Wayne,a11daa61823c57448f144f21f8a0abe5,,,Ridge Wireless LLC,Fort Wayne,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 6.2;; en-US) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/47.0.1424.393 Safari/536",chrome,78000,98
692L2753V41534BD,Regan,Rios,1-839-842-3399,ReganRios@mail.com,mail.com,915-7819 Suspendisse Street,67542,Wilmington,Massachusetts,MA,US,US8819186302440282571286975,124.102.237.120,124.102.237.120,124.102.237.120,,,Wilmington,91afcf3be74d1b05b9d1f646896caf40,Apple Inc.,,Westfield Gas + Electric,Wilmington,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_5; like Mac OS X) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/49.0.2311.387 Mobile Safari/537.5",iphone,261000,85
686B1400U78513TB,Anika,Lambert,1-984-753-6641,AnikaLambert@titan.email,titan.email,637-4461 Molestie Rd.,51656,Fort Wayne,Indiana,IN,US,US92758300158702189267,121.169.4.144,121.169.4.144,121.169.4.144,,,Fort Wayne,ff90adfd86d75a1dd969542e7618a5db,"Samsung Electronics Co., Ltd.",,Ridge Wireless LLC,Fort Wayne,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 4.4.1; SAMSUNG SM-N9005 Build/KOT49H) AppleWebKit/602.30 (KHTML, like Gecko) Chrome/53.0.3973.195 Mobile Safari/603.1",android,151000,94
839G1920S63216AC,Yardley,Blevins,1-918-987-1207,YardleyBlevins@tutanota.com,tutanota.com,"Ap #474-269 Lectus, Rd.",64887,Lawton,Pennsylvania,PA,US,US8288664748734932200,130.152.199.198,130.152.199.198,130.152.199.198,,,Lawton,bf475af325eff29c30b15ef2c961575e,Apple Inc.,,New Cingular Wireless LLC,Lawton,Mobile Broadband,"Mozilla/5.0 (iPod; CPU iPod OS 8_2_4; like Mac OS X) AppleWebKit/600.28 (KHTML, like Gecko) Chrome/54.0.1842.382 Mobile Safari/533.0",mobile,71000,89
918R5533J47162BO,Sylvester,Rich,1-316-741-9621,Rich9778@zoho.com,zoho.com,"5452 Sapien, St.",84338,Eugene,Missouri,MO,US,US11WDDW76247460327689884194078,130.16.0.164,130.16.0.164,130.16.0.164,,,Eugene,a92877e827f3551aae26862c94108eb4,Apple Inc.,,Conexon Connect LLC,Eugene,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_7_0) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/50.0.2862.101 Safari/533",mac,306000,94
372M4016R69548QA,Ava,Lancaster,1-452-576-9183,Ava_Lancaster@hotmail.com,hotmail.com,"Ap #486-2022 In, Avenue",51501,Carson City,Michigan,MI,US,US7794924182034246288522,140.23.94.13,140.23.94.13,140.23.94.13,,,Carson City,4c99659a58f0ca9aa49ac27ddb14e6bd,Apple Inc.,,Q Link Wireless LLC,Carson City,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_4; like Mac OS X) AppleWebKit/535.5 (KHTML, like Gecko) Chrome/52.0.3857.152 Mobile Safari/535.0",iphone,202000,92
299Q7223Y33090JQ,Scarlett,Duffy,1-640-114-4605,Scarlett6294@zoho.com,zoho.com,8201 Vitae St.,72565,Springfield,Massachusetts,MA,US,US30205484564278588443,56.207.74.91,56.207.74.91,56.207.74.91,,,Springfield,5833ad31436e1dc43dd0b5bb6d7e42b8,,,Westfield Gas + Electric,Springfield,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/55.0.2460.160 Safari/603",chrome,95000,84
456O5070Y81799QG,Nash,Rocha,1-617-475-9445,NashRocha@hotmail.com,hotmail.com,Ap #986-1686 Blandit Ave,48223,Anchorage,Alaska,AK,US,US14FFKM68715782484373,206.152.179.144,206.152.179.144,206.152.179.144,,,Anchorage,0e268b955725a730071efec4cf6a9310,"Samsung Electronics Co., Ltd.",,Maxsip Telecom Corporation,Anchorage,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Linux; Android 4.4.1; SAMSUNG SM-G900W8 Build/KOT49H) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/55.0.1158.343 Mobile Safari/603.4",mobile,104000,91
307B7072E96715ZI,Carter,Diaz,1-511-747-0081,Carter.Diaz@zoho.com,zoho.com,5574 Pellentesque. St.,63760,Cincinnati,Ohio,OH,US,US12774415496331824687756801,217.82.244.183,217.82.244.183,217.82.244.183,,,Cincinnati,895d0abf064f962b13cb12f8bf6f8b0c,Apple Inc.,,"North American Local, LLC",Cincinnati,Mobile Broadband,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_0_8; en-US) Gecko/20100101 Firefox/72.6,Linux,73000,98
578T2339O80794AV,Gail,Mullins,1-385-567-7327,GailMullins@tutanota.com,tutanota.com,749-5700 Purus Avenue,51184,Dover,Massachusetts,MA,US,US9783064021229423938,76.64.9.34,76.64.9.34,76.64.9.34,,,Dover,96e0f6019996843cce3b23498d8f8e36,Apple Inc.,,Westfield Gas + Electric,Dover,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_9_4) AppleWebKit/600.9 (KHTML, like Gecko) Chrome/53.0.3655.126 Safari/602",mac,186000,81
360K6678G11228MG,Zane,Briggs,1-269-213-4614,Zane_Briggs@tutanota.com,tutanota.com,Ap #812-7387 Nunc. Street,58519,Birmingham,New Jersey,NJ,US,US0654027447487826071713448,130.15.19.206,130.15.19.206,130.15.19.206,,,Birmingham,bef263376a981cb7701b6273625ca7d4,Apple Inc.,,Xchange Telecom LLC,Birmingham,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (iPad; CPU iPad OS 8_3_9 like Mac OS X) AppleWebKit/535.46 (KHTML, like Gecko) Chrome/55.0.2859.341 Mobile Safari/602.3",mobile,193000,87
783W7086J82360HJ,Jakeem,Andrews,1-351-832-1144,Jakeem_Andrews@aol.com,aol.com,"241-5588 Adipiscing, Avenue",42273,New Orleans,Louisiana,LA,US,US5376501498447573232445,109.168.150.27,109.168.150.27,109.168.150.27,,,New Orleans,b778f2eb93b2c12d3bf712f48dde6a7d,Google Inc./Others,,"CoxCom, LLC",New Orleans,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 6.0.1; Nexus 7 Build/MDB08L) AppleWebKit/601.46 (KHTML, like Gecko) Chrome/48.0.1230.155 Mobile Safari/534.6",android,265000,84
160N4866A41541PO,Hayden,Conner,1-793-911-2495,Conner9587@yandex.com,yandex.com,8321 Lorem Avenue,37045,Baltimore,Maryland,MD,US,US36708689437721353,10.95.205.250,10.95.205.250,10.95.205.250,,,Baltimore,002365ea0a04fa27258e2559075b4c59,Apple Inc.,,"Assist Wireless, LLC",Baltimore,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_7_3; like Mac OS X) AppleWebKit/533.39 (KHTML, like Gecko) Chrome/47.0.1737.241 Mobile Safari/602.3",iphone,232000,90
568D3799C36099AM,Xavier,Humphrey,1-567-545-0361,Xavier_Humphrey@hubspot.com,hubspot.com,"P.O. Box 355, 5495 Nam Street",58750,Fort Worth,Texas,TX,US,US65610306520126796468500106,130.65.112.30,130.65.112.30,130.65.112.30,,,Fort Worth,528f30ebd5b4cf1d0a636cbad4c92290,,,"Windstream Communications, LLC",Fort Worth,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows NT 6.2; WOW64; en-US) Gecko/20100101 Firefox/70.9,Linux,84000,99
405K3152B88786AS,Sasha,Price,1-463-456-8551,Sasha.Price@yahoo.com,yahoo.com,"P.O. Box 373, 9137 Nulla. Rd.",48802,Wyoming,Rhode Island,RI,US,US9735261393687329239333,53.7.23.108,53.7.23.108,53.7.23.108,,,Wyoming,5e4a1acd081d049226f53fe1bfc93cba,,,Metro by T-Mobile,Wyoming,Mobile Broadband,Mozilla/5.0 (Windows; Windows NT 10.2; WOW64; en-US) Gecko/20100101 Firefox/57.7,windows,152000,94
645P1113R55687LD,Elton,Coffey,1-164-283-6852,Elton_Coffey@hotmail.com,hotmail.com,"Ap #756-6315 Sed, St.",13342,Naperville,Illinois,IL,US,US62371157685551661727587289,177.144.66.192,177.144.66.192,177.144.66.192,,,Naperville,ce28d76051a3b5cc7d7cd86abb29de0f,Apple Inc.,,Cass Telephone Company,Naperville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_8; like Mac OS X) AppleWebKit/537.28 (KHTML, like Gecko) Chrome/54.0.1823.318 Mobile Safari/536.9",iphone,237000,92
165W1354L51793NE,Whoopi,Pace,1-758-748-7580,Whoopi7314@icloud.com,icloud.com,Ap #975-7008 Quisque Ave,45523,Dallas,Pennsylvania,PA,US,US57749346768190617601,91.222.153.14,91.222.153.14,91.222.153.14,,,Dallas,0015d459974529706f39c7b68243d599,,,New Cingular Wireless LLC,Dallas,Mobile Broadband,"Mozilla/5.0 (Windows; U; Windows NT 6.0; x64; en-US) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/53.0.3078.180 Safari/533",chrome,231000,99
653X3733D41590TT,Noelle,Cox,1-788-583-3197,NoelleCox@mail.com,mail.com,648-2930 Mauris Rd.,31297,Pike Creek,Delaware,DE,US,US1613147240493666,195.226.58.210,195.226.58.210,195.226.58.210,,,Pike Creek,e38f0dd8bf295fd271fc8f9512602530,Apple Inc.,,New Cingular Wireless LLC,Pike Creek,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_6_1; like Mac OS X) AppleWebKit/535.33 (KHTML, like Gecko) Chrome/51.0.1364.235 Mobile Safari/603.6",iphone,145000,84
649J4694B75244GY,Odette,Berg,1-321-516-7311,Odette.Berg@gmx.com,gmx.com,199-6892 Libero Av.,72653,Jackson,New Hampshire,NH,US,US5653448267994263586729,0.236.140.242,0.236.140.242,0.236.140.242,,,Jackson,02564de0a227412fc763d496abf18a5f,,,Dailytel Inc.,Jackson,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,Mozilla/5.0 (Windows; Windows NT 10.5; WOW64) Gecko/20100101 Firefox/68.0,mac,147000,81
357Y7366Y63977BE,Desirae,Holden,1-678-437-3405,DesiraeHolden@icloud.com,icloud.com,"P.O. Box 367, 2765 In Street",51427,Missoula,Montana,MT,US,US673888274511677174,253.151.71.175,253.151.71.175,253.151.71.175,,,Missoula,20c9d8489c3b1626fb58d9c6f86fbd34,"Huawei Technologies Co., Ltd.",,"Matrix Telecom, LLC",Missoula,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 4.3.1; Ascend G320 Build/JLS36I) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/52.0.2362.100 Mobile Safari/537.0",mobile,302000,91
580G8170W92573TR,Yuli,Flowers,1-351-612-7827,Yuli_Flowers@outlook.com,outlook.com,750-7945 Purus St.,47123,Salt Lake City,Utah,UT,US,US8264266475314361547674748,16.29.102.215,16.29.102.215,16.29.102.215,,,Salt Lake City,0c0f6a6d82bbb3964cb8dfd67e279a90,,,Cellco Partnership,Salt Lake City,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,Mozilla/5.0 (Windows NT 6.1; WOW64) Gecko/20100101 Firefox/59.8,Linux,155000,96
930O9401D35945LR,Eleanor,Daniels,1-354-899-1350,Eleanor_Daniels@protonmail.com,protonmail.com,7880 Duis Rd.,89881,Fairbanks,Indiana,IN,US,US0660834015128438960,169.59.184.61,169.59.184.61,169.59.184.61,,,Fairbanks,50547c0aa3ae91190203a8aa38cf2cfc,,,Ridge Wireless LLC,Fairbanks,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; U; Windows NT 6.0; Win64; x64; en-US) Gecko/20130401 Firefox/64.3,mac,196000,90
387P7534E96030MK,Nichole,Vargas,1-607-461-1813,Nichole3466@aol.com,aol.com,6811 Nulla. St.,33042,Colorado Springs,Colorado,CO,US,US82JLNR951875116163719,195.49.113.43,195.49.113.43,195.49.113.43,,,Colorado Springs,f56b8f6e01c5821cbac740290af56103,Apple Inc.,,DMEA Utilities Services LLC,Colorado Springs,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPad; CPU iPad OS 10_7_2 like Mac OS X) AppleWebKit/533.12 (KHTML, like Gecko) Chrome/54.0.1475.283 Mobile Safari/601.8",mobile,154000,87
453U4362C83752JB,Marah,Blake,1-794-875-8525,Blake9405@zoho.com,zoho.com,Ap #624-1636 Quam St.,37564,Reno,Pennsylvania,PA,US,US8623741187218361322761868239,45.21.63.235,45.21.63.235,45.21.63.235,,,Reno,5288147426ad73dbb8758872eda78d20,Apple Inc.,,New Cingular Wireless LLC,Reno,Mobile Broadband,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_6_4; en-US) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/51.0.3506.139 Safari/536",chrome,284000,81
421K6918S19481VI,Chaney,Rodgers,1-437-514-4578,Rodgers6567@aol.com,aol.com,Ap #600-2054 Mauris Avenue,46507,Cheyenne,Oklahoma,OK,US,US73197384392833052668648143,237.130.33.48,237.130.33.48,237.130.33.48,,,Cheyenne,288910261da19da5a0be49d93d3a65b9,Apple Inc.,,"Skybeam, LLC",Cheyenne,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_6; like Mac OS X) AppleWebKit/537.16 (KHTML, like Gecko) Chrome/48.0.1462.126 Mobile Safari/534.3",iphone,360000,99
523J6911M49407LX,Samson,Harrison,1-585-394-3952,Samson.Harrison@gmx.com,gmx.com,4983 Dictum Ave,89743,Columbia,Connecticut,CT,US,US78782757413729559933200510,219.249.53.185,219.249.53.185,219.249.53.185,,,Columbia,3aaa1711d5209437ba67f1f1b4f544ac,HP Inc.,,Dish Wireless LLC,Columbia,Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 4.3.1; HP 735 Notebook PC Build/JLS36C) AppleWebKit/533.25 (KHTML, like Gecko) Chrome/53.0.1951.319 Mobile Safari/601.9",mobile,348000,82
164K4443Z92424FQ,Jacqueline,Lawson,1-582-727-4451,Lawson1078@gmx.com,gmx.com,"764-9117 Dolor, St.",69373,Fairbanks,Indiana,IN,US,US02YUYF47070511551631,60.85.43.70,60.85.43.70,60.85.43.70,,,Fairbanks,b0793fd151eb46969732a4cd1dab5410,,,Ridge Wireless LLC,Fairbanks,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Linux; U; Linux i546 x86_64; en-US) Gecko/20100101 Firefox/61.5,Linux,74000,84
977D5155T37347TT,Fulton,Myers,1-457-141-1137,Fulton1259@gmail.com,gmail.com,"Ap #527-7568 Pellentesque, Rd.",33229,Lewiston,Maine,ME,US,US13292488528138266942929638,198.148.234.30,198.148.234.30,198.148.234.30,,,Lewiston,642e40f3c9b7c5e9f8b7eb4927afae67,,,"Atlantic Broadband Finance, LLC",Lewiston,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Linux i682 ; en-US) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/50.0.2891.135 Safari/601",windows,175000,94
873N9077O14501SI,Stephanie,Blake,1-411-278-9628,Stephanie.Blake@gmx.com,gmx.com,446-6203 Turpis Rd.,42535,Jonesboro,Maine,ME,US,US757527732361344430511,148.232.55.171,148.232.55.171,148.232.55.171,,,Jonesboro,141b71d2d6ce4ac8594493fc8b888371,Google Inc./Others,,"Atlantic Broadband Finance, LLC",Jonesboro,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; Android 7.1.1; Pixel XL Build/NRD90M) AppleWebKit/603.16 (KHTML, like Gecko) Chrome/50.0.2673.168 Mobile Safari/533.6",android,69000,84
